100,95,95,95,94,96,95,96,94,96,95,96,95,95,95,93,95,95,94,96,95,95,95,94,94,95,94,95,95,94,93,94,92,93,92,93,93,92,94,94,94,93,95,93,94,93,93,94,94,94,95,93,95,91,93,91,93,92,93,94,93,95,94,92,93,93,94,93,93,91,93,91,94,91,92,93,92,94,93
95,91,95,92,95,94,93,93,91,94,94,94,95,95,95,94,93,94,94,93,92,93,92,94,93,94,94,93,94,93,93,93,92,92,92,93,91,92,92,90,91,91,92,92,91,92,91,91,92,93,91,91,92,91,91,91,91,92,91,91,91,90,92,90,90,90,92,91,91,93,92,91,92,91,90,90,91,91,91
94,94,91,93,93,91,92,92,93,92,94,93,100,93,92,93,93,93,93,93,93,92,92,93,93,94,93,93,93,93,93,93,89,93,93,92,94,94,92,92,92,93,94,92,92,93,93,93,93,92,91,92,92,92,93,90,91,92,92,91,92,91,92,92,91,93,93,94,93,92,93,89,91,93,93,92,90,91,91
93,93,92,90,93,92,91,91,91,94,92,91,91,90,93,92,92,92,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,91,92,92,91,93,90,91,92,92,91,92,90,91,92,92,91,93,89,93,91,91,91,92,90,92,91,92,90,91,92,93,92,93,92,93,92,93,92,92,92,92,93,92
92,93,93,93,92,93,95,93,92,93,93,93,100,90,92,91,90,93,93,92,91,91,92,92,92,93,92,92,92,92,92,92,91,91,91,91,90,91,92,90,92,91,93,93,93,91,92,92,91,100,92,89,92,92,91,92,91,92,91,91,91,91,92,92,92,91,92,93,92,91,93,91,91,93,91,93,91,92,91
94,93,93,92,94,91,94,94,93,94,93,91,91,92,92,92,93,92,93,92,90,90,91,90,91,91,92,91,93,92,91,91,91,92,90,91,91,90,91,92,91,92,91,92,90,92,90,90,91,92,92,90,90,90,90,90,91,92,91,100,90,89,92,91,90,91,92,92,91,92,91,89,91,90,91,91,90,90,91
94,94,93,93,95,94,95,94,93,94,93,94,100,92,92,93,92,92,92,90,93,91,93,93,92,93,93,92,92,92,95,91,90,91,92,89,91,92,93,91,91,92,93,93,93,92,91,91,91,90,93,92,91,93,93,93,92,92,89,94,92,91,92,91,92,92,91,91,91,91,100,89,93,92,91,90,89,91,91
95,93,94,95,94,93,93,94,92,92,94,94,94,93,93,94,92,93,94,95,93,93,92,91,92,93,93,93,93,91,93,92,92,91,92,92,92,91,92,92,93,91,92,92,93,93,91,93,92,91,91,92,93,91,93,91,91,92,92,90,91,91,91,92,92,92,91,91,90,92,92,90,89,91,90,91,90,92,90
95,92,94,93,91,95,93,94,93,93,93,95,100,90,95,93,94,93,92,94,100,93,94,93,93,93,93,94,93,92,93,94,93,92,93,92,93,92,93,92,93,93,93,92,93,91,92,93,91,91,92,92,92,92,91,90,92,93,92,92,92,93,92,92,93,92,91,91,91,91,91,91,91,92,92,91,92,91,91
90,93,90,90,92,91,92,91,90,93,93,92,92,93,90,93,91,94,93,93,93,92,93,93,93,94,95,92,94,94,93,93,93,94,93,94,93,93,92,93,94,93,94,92,93,92,93,91,92,93,93,92,90,93,93,91,93,92,93,90,91,90,90,91,91,91,91,93,92,92,91,90,91,91,90,91,92,90,93
94,90,91,93,94,94,94,93,92,93,93,91,100,91,91,92,93,93,95,94,91,94,94,93,93,93,93,93,93,92,92,92,92,95,93,93,93,92,92,93,93,92,92,92,92,91,93,93,92,93,93,90,92,92,93,91,91,92,92,92,94,93,92,93,92,92,92,91,92,91,92,91,91,90,91,91,90,93,91
93,93,93,92,93,93,93,93,92,92,94,93,93,93,92,92,91,92,93,93,92,92,93,92,92,93,92,94,92,93,93,91,92,94,92,91,94,91,92,92,93,93,93,92,93,92,92,91,91,92,92,91,93,91,91,92,93,92,92,90,92,92,92,92,92,93,91,92,92,92,92,92,91,93,90,90,93,93,93
93,94,91,91,93,92,92,93,92,93,93,90,100,93,93,93,91,93,93,93,91,93,93,94,93,93,92,93,93,91,91,92,92,93,92,93,92,92,93,91,92,92,93,93,92,92,93,92,91,92,92,100,92,92,91,100,92,93,89,94,93,91,92,91,92,92,92,91,91,91,92,92,91,100,92,91,92,91,93
93,93,91,94,92,92,92,92,92,92,93,93,92,93,92,94,93,92,93,92,93,92,92,92,93,92,93,91,91,92,91,90,91,92,92,91,90,91,92,92,91,92,92,91,91,92,90,90,91,92,91,92,92,91,94,93,91,92,91,90,89,91,90,90,90,91,91,91,91,92,90,92,92,92,100,92,91,92,90
96,93,93,93,92,99,95,93,93,93,93,94,100,92,92,92,91,93,94,94,93,95,94,92,93,94,93,93,92,92,92,92,92,93,93,93,91,92,93,100,93,91,92,91,91,91,91,92,92,91,91,92,92,90,100,91,92,92,89,90,90,91,92,91,92,91,90,91,91,92,91,89,90,90,91,92,91,91,89
96,92,94,92,93,96,93,92,92,94,92,93,92,94,93,94,94,93,95,94,93,91,92,93,92,91,93,93,92,93,92,92,95,92,92,91,91,90,91,92,92,92,92,91,92,91,92,91,92,90,91,91,91,90,91,92,92,89,91,90,91,100,91,91,90,92,91,90,90,91,100,91,90,90,90,91,90,90,91
95,94,94,93,92,94,93,93,94,94,93,93,100,93,92,92,93,94,95,94,94,93,93,100,92,93,93,93,93,91,92,92,92,92,91,92,91,90,91,92,92,92,93,90,91,92,92,92,96,92,93,90,92,90,90,91,91,92,89,91,100,91,91,91,91,92,91,90,91,90,94,90,91,91,90,90,91,91,100
95,93,93,92,94,93,93,92,93,93,93,93,92,92,94,92,91,92,94,93,90,91,93,92,92,93,93,93,92,91,91,90,91,92,92,90,90,91,91,91,91,91,91,90,90,90,90,90,91,92,91,91,90,89,90,90,90,90,91,89,91,89,91,89,90,90,90,88,90,90,88,90,90,90,91,91,91,90,90
96,96,94,94,96,95,95,93,95,93,96,95,100,94,96,100,93,93,94,93,92,93,91,90,93,92,93,92,93,91,91,91,91,92,93,91,90,91,91,93,89,92,93,90,91,91,91,92,92,90,90,91,89,90,91,90,91,91,91,91,92,91,91,91,90,91,89,91,90,91,91,90,91,91,90,89,89,91,95
95,94,92,93,94,94,94,93,93,93,95,94,96,95,93,94,94,94,93,93,93,93,93,93,92,93,93,93,92,90,92,91,91,92,92,90,91,91,91,91,92,92,91,91,93,91,91,90,91,91,91,92,92,90,92,91,91,91,91,90,91,91,89,89,91,91,90,90,90,91,92,89,90,90,90,90,90,91,90
93,92,93,92,92,93,95,93,92,94,94,94,100,96,94,93,93,95,94,95,92,93,93,93,94,92,94,93,93,93,100,92,92,93,92,92,92,92,91,92,91,92,92,92,92,91,91,91,92,90,92,91,91,90,92,92,90,91,91,91,91,93,90,91,90,92,92,92,92,91,91,89,90,90,91,90,90,90,90
94,92,92,91,92,93,92,91,93,93,94,94,93,92,94,93,94,90,93,93,92,93,92,93,92,91,93,94,92,90,92,92,92,92,93,92,92,91,92,93,92,92,93,91,92,90,90,91,90,91,92,91,92,91,91,90,91,91,91,91,90,91,92,91,91,90,90,93,91,91,91,92,90,91,92,91,88,90,90
94,95,93,93,92,92,93,92,94,94,92,93,91,93,92,91,93,93,93,94,92,92,93,92,94,93,94,92,93,92,91,93,92,92,92,92,93,92,92,92,92,93,93,91,92,90,92,91,92,93,91,91,91,91,91,92,91,91,92,91,92,91,91,91,90,92,90,91,91,92,90,90,91,90,90,91,90,91,91
92,93,91,92,94,91,91,93,93,93,93,93,93,92,93,92,92,93,93,93,92,91,91,92,91,100,93,92,93,92,93,94,93,92,93,92,91,92,93,92,91,93,90,93,92,91,91,90,91,92,91,91,92,92,91,91,91,91,92,90,91,90,91,90,91,91,91,90,91,91,91,90,90,90,91,91,90,92,91
92,94,92,92,94,94,94,93,93,94,94,93,100,93,93,92,93,95,94,94,93,94,93,94,92,93,94,92,92,93,91,90,92,93,93,92,93,92,92,92,93,92,93,93,92,93,93,91,93,92,92,92,95,92,92,93,92,93,91,92,93,93,92,92,92,93,92,92,91,91,91,91,91,91,91,91,90,91,91
93,92,93,91,92,92,92,92,91,93,92,93,92,93,93,93,94,94,94,93,93,91,92,92,91,93,93,93,93,92,92,92,93,92,94,94,100,91,91,93,94,93,93,93,93,93,91,92,92,92,91,91,92,91,92,91,91,91,91,91,91,92,91,91,92,93,92,92,93,91,92,92,91,91,91,91,91,91,92
94,92,93,93,93,94,94,94,94,95,95,94,100,94,93,92,92,94,94,94,91,91,93,94,94,94,94,93,93,92,92,93,93,93,93,93,93,94,92,93,93,93,93,93,93,92,93,92,92,92,93,92,92,92,93,91,93,93,91,93,93,93,92,92,93,92,93,93,93,91,92,93,92,91,93,92,92,91,93
95,95,92,94,92,94,93,94,92,93,94,93,92,93,93,93,91,93,93,93,91,93,93,92,92,92,93,93,93,92,92,92,94,93,93,94,92,92,92,92,92,94,93,93,92,93,92,92,100,93,92,93,91,91,92,91,93,92,91,91,92,91,91,91,91,91,91,92,92,93,92,93,92,92,92,93,91,91,92
94,95,95,93,93,93,93,93,95,94,94,93,100,92,93,93,92,93,94,93,92,92,94,93,93,92,94,93,92,93,93,93,92,92,92,93,93,92,92,91,93,92,93,92,93,93,93,92,92,92,92,91,93,91,92,91,91,93,90,92,92,90,91,91,91,91,91,92,92,91,92,91,91,91,91,92,92,91,93
94,94,94,94,93,97,93,94,94,94,93,93,93,93,94,94,94,94,94,95,91,91,91,92,92,93,93,93,92,92,92,93,93,93,92,92,92,92,91,93,93,92,94,91,92,93,92,92,91,90,91,90,92,90,91,92,90,90,91,90,90,100,90,91,91,92,92,91,93,92,89,92,92,91,91,92,91,91,93
95,95,92,95,95,94,95,93,93,93,95,92,100,93,94,93,93,93,94,96,94,94,91,92,94,93,93,94,92,94,92,91,92,93,93,91,93,92,93,92,93,93,92,93,91,93,92,92,91,93,92,92,92,91,92,90,91,92,91,90,92,93,92,91,92,91,91,92,92,92,91,90,90,91,92,93,90,91,92
97,96,94,94,93,96,94,94,93,94,94,94,95,93,94,93,93,93,94,92,95,91,93,93,92,93,93,91,92,92,92,93,92,93,93,93,92,91,92,92,93,92,92,92,93,92,92,89,91,92,92,93,92,92,90,92,91,93,91,91,91,90,91,91,91,91,92,91,91,90,92,90,91,90,92,92,91,91,91
96,94,92,95,96,96,96,95,95,94,94,93,100,93,94,92,94,93,94,93,94,94,93,92,94,92,93,94,93,93,94,93,93,93,91,92,93,93,92,91,92,92,93,93,93,93,92,94,93,91,92,92,91,93,92,90,91,89,91,91,92,91,91,90,92,91,92,92,91,91,92,91,90,90,90,91,91,92,100
94,95,94,94,93,94,94,94,93,95,95,94,95,94,95,95,94,92,93,94,92,92,92,92,93,93,94,100,94,93,93,93,94,93,93,93,92,92,93,93,94,93,92,92,93,92,91,91,93,92,92,91,91,91,91,90,89,92,91,92,90,91,91,91,92,91,90,90,91,91,91,91,91,90,91,91,92,90,92
97,95,94,93,95,95,94,94,95,96,96,94,100,93,93,93,93,93,93,92,95,93,94,94,94,94,94,95,95,92,94,93,93,93,100,91,92,92,92,92,93,93,92,93,93,92,93,94,92,93,92,91,92,91,92,92,92,93,92,93,93,92,92,90,91,92,91,90,91,91,92,90,90,90,91,89,91,91,91
96,96,95,95,95,94,95,95,94,95,94,95,93,93,94,95,93,92,93,93,92,94,94,94,93,94,93,100,93,94,94,91,99,94,96,94,93,92,94,94,93,94,93,94,93,92,93,91,91,91,93,92,92,89,92,93,92,92,92,91,92,90,90,90,91,91,91,90,91,91,92,91,91,90,92,90,91,91,90
97,97,95,95,97,96,96,96,96,95,96,94,100,93,94,94,93,94,94,95,93,94,93,94,94,92,94,93,93,91,94,93,93,94,93,93,97,93,94,93,93,94,94,94,93,93,92,91,91,93,92,93,92,91,91,90,92,93,91,92,92,93,94,92,93,91,90,90,91,92,91,90,92,100,90,100,92,91,91
96,92,94,96,95,95,95,95,94,96,95,94,96,94,96,94,94,94,94,93,94,93,93,93,93,92,93,100,93,94,93,92,93,93,93,92,92,93,92,92,93,93,93,94,94,93,92,92,93,93,92,92,92,92,91,89,92,90,91,91,93,91,90,91,93,92,92,91,92,91,91,91,90,91,90,92,90,91,91
96,95,95,95,96,95,96,96,96,95,96,95,100,94,94,95,95,95,94,97,94,95,94,94,100,94,94,93,94,93,94,94,93,93,94,92,92,93,92,93,94,93,93,93,92,92,92,93,93,92,93,93,92,92,100,92,93,92,92,91,93,92,91,92,91,92,91,91,92,92,92,90,91,91,90,91,92,92,91
93,100,93,94,94,94,95,94,94,95,95,95,94,96,96,94,96,94,94,93,93,94,94,94,92,93,94,100,95,93,92,93,94,93,93,92,93,93,92,94,92,93,94,93,92,92,92,91,91,91,92,92,92,93,93,91,92,92,92,92,92,91,92,92,91,92,91,91,92,92,91,90,91,91,90,95,90,91,91
95,94,93,94,92,96,96,94,95,95,94,95,100,92,94,95,93,95,93,93,94,92,94,94,94,94,95,93,94,93,95,92,93,95,93,94,93,94,94,93,93,92,94,94,93,93,92,92,93,92,93,93,92,92,92,92,91,93,93,92,92,91,92,92,92,92,92,91,91,91,93,90,92,91,90,92,91,92,91
95,92,91,91,91,93,94,93,92,94,95,94,93,93,96,95,95,94,95,95,94,93,94,92,100,93,93,100,94,93,94,91,94,94,94,94,93,92,93,92,93,93,94,94,92,93,92,92,92,91,92,93,92,93,93,91,92,92,92,91,91,92,90,91,90,92,90,90,90,91,91,91,91,91,92,91,90,91,92
93,94,92,93,93,94,94,94,94,94,95,95,100,100,94,94,92,92,94,92,93,92,93,92,100,94,95,100,93,92,94,93,92,93,93,92,93,93,94,92,94,93,94,93,92,92,94,92,92,93,94,92,94,93,93,93,93,93,91,93,93,100,93,92,93,93,92,92,93,92,92,89,91,92,100,92,91,92,93
94,94,93,94,93,91,92,93,93,93,94,95,93,92,93,93,92,93,91,93,91,93,93,94,92,93,100,100,93,91,94,93,93,93,93,93,93,96,91,94,93,93,94,93,93,93,93,92,93,91,93,94,95,91,93,94,93,93,91,94,92,92,93,91,100,93,92,93,92,92,92,91,91,90,91,92,92,91,93
93,94,94,93,94,94,92,92,94,94,94,94,100,92,92,93,92,93,94,94,94,94,93,93,91,92,94,93,93,93,92,93,100,93,100,93,92,92,91,93,91,94,94,93,92,93,92,92,91,93,93,100,94,93,92,92,93,93,100,94,94,94,92,93,93,92,93,92,93,93,91,92,92,93,93,93,94,94,92
95,95,92,93,93,92,93,93,93,92,94,93,91,93,96,93,94,92,95,93,91,91,93,92,92,91,92,100,92,92,91,92,93,92,92,93,92,91,92,92,93,93,92,93,91,92,92,92,94,90,93,93,92,92,93,91,93,92,100,89,90,91,92,91,91,91,92,93,93,92,92,92,92,100,92,92,91,92,92
